,Release Date,Season,Episode,Episode Title,Name,Sentence,House,Sentences_Clean,Num_Words,Tokenized_Sentence,Tokenized_No_Stop,Stemmed_Sentence,Stemmed_Sentence_Non_Token,Sentiment,Sentiment_Compound_Score,Lannister_Word_Score,Stark_Word_Score,Targaryen_Word_Score,Mormont_Word_Score
3283,4/1/2012,Season 2,Episode 1,The North Remembers,doreah,"What did your brother say about them, Khaleesi?",House Targaryen, what did your brother say about them khaleesi,8,"['what', 'did', 'your', 'brother', 'say', 'about', 'them', 'khaleesi']","['brother', 'say', 'khaleesi']","['brother', 'say', 'khaleesi']", brother say khaleesi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0016985138004246283,0.0014085429769392034,0.003956177723676202,0.003804692454026633
3269,4/1/2012,Season 2,Episode 1,The North Remembers,bran stark,I didn't like the way he was talking about Robb.,House Stark, i did not like the way he was talking about robb,11,"['i', 'did', 'not', 'like', 'the', 'way', 'he', 'was', 'talking', 'about', 'robb']","['like', 'way', 'talking', 'robb']","['like', 'way', 'talking', 'robb']", like way talking robb,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.3612,0.0008396062536189925,0.0009827044025157233,0.0012933657942787583,0.0003170577045022194
5699,5/13/2012,Season 2,Episode 7,A Man Without Honor,robb stark,"And my enemies, as some of my bannermen are fond of mentioning.",House Stark, and my enemies as some of my bannermen are fond of mentioning,12,"['and', 'my', 'enemies', 'as', 'some', 'of', 'my', 'bannermen', 'are', 'fond', 'of', 'mentioning']","['enemies', 'bannermen', 'fond', 'mentioning']","['enemy', 'bannermen', 'fond', 'mentioning']", enemy bannermen fond mentioning,"{'neg': 0.417, 'neu': 0.238, 'pos': 0.345, 'compound': -0.1531}",-0.1531,0.0,0.0,0.0,0.0
3628,4/8/2012,Season 2,Episode 2,The Night Lands,cersei lannister,"You'll give the Starks our reply, cousin?",House Lannister, you will give the starks our reply cousin,8,"['you', 'will', 'give', 'the', 'starks', 'our', 'reply', 'cousin']","['give', 'starks', 'reply', 'cousin']","['give', 'starks', 'reply', 'cousin']", give starks reply cousin,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0005500868558193399,0.00029481132075471697,0.0,0.0
4890,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,jeor mormont,The whole winter. He was north of the Skirling Pass when the snows came. Had to wait for the thaw.,House Mormont, the whole winter he was north of the skirling pass when the snows came had to wait for the thaw,20,"['the', 'whole', 'winter', 'he', 'was', 'north', 'of', 'the', 'skirling', 'pass', 'when', 'the', 'snows', 'came', 'had', 'to', 'wait', 'for', 'the', 'thaw']","['whole', 'winter', 'north', 'skirling', 'pass', 'snows', 'came', 'wait', 'thaw']","['whole', 'winter', 'north', 'skirling', 'pas', 'snow', 'came', 'wait', 'thaw']", whole winter north skirling pas snow came wait thaw,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.00018014540307533937,0.00012010831586303284,0.0,0.0
6762,6/3/2012,Season 2,Episode 10,Valar Morghulis,cersei lannister,"Your Grace, in the judgment of your Small Council, it would be neither proper nor wise for you to wed the daughter of a man beheaded for treason, a girl whose brother is in open rebellion against the throne as we speak. For the good of the realm, your councilors beg you to set Sansa Stark aside.",House Lannister, your grace in the judgment of your small council it would be neither proper nor wise for you to wed the daughter of a man beheaded for treason a girl whose brother is in open rebellion against the throne as we speak for the good of the realm your councilors beg you to set sansa stark aside,57,"['your', 'grace', 'in', 'the', 'judgment', 'of', 'your', 'small', 'council', 'it', 'would', 'be', 'neither', 'proper', 'nor', 'wise', 'for', 'you', 'to', 'wed', 'the', 'daughter', 'of', 'a', 'man', 'beheaded', 'for', 'treason', 'a', 'girl', 'whose', 'brother', 'is', 'in', 'open', 'rebellion', 'against', 'the', 'throne', 'as', 'we', 'speak', 'for', 'the', 'good', 'of', 'the', 'realm', 'your', 'councilors', 'beg', 'you', 'to', 'set', 'sansa', 'stark', 'aside']","['grace', 'judgment', 'small', 'council', 'would', 'neither', 'proper', 'wise', 'wed', 'daughter', 'man', 'beheaded', 'treason', 'girl', 'whose', 'brother', 'open', 'rebellion', 'throne', 'speak', 'good', 'realm', 'councilors', 'beg', 'set', 'sansa', 'stark', 'aside']","['grace', 'judgment', 'small', 'council', 'would', 'neither', 'proper', 'wise', 'wed', 'daughter', 'man', 'beheaded', 'treason', 'girl', 'whose', 'brother', 'open', 'rebellion', 'throne', 'speak', 'good', 'realm', 'councilors', 'beg', 'set', 'sansa', 'stark', 'aside']", grace judgment small council would neither proper wise wed daughter man beheaded treason girl whose brother open rebellion throne speak good realm councilors beg set sansa stark aside,"{'neg': 0.195, 'neu': 0.645, 'pos': 0.16, 'compound': -0.0654}",-0.0654,0.0007113905203077178,0.0006527964959568733,0.00030432136335970786,0.0006341154090044388
5423,5/6/2012,Season 2,Episode 6,The Old Gods and the New,arya stark,But he's going to tell Tywin. He's getting away. It has to be now.,House Stark, but he is going to tell tywin he is getting away it has to be now,16,"['but', 'he', 'is', 'going', 'to', 'tell', 'tywin', 'he', 'is', 'getting', 'away', 'it', 'has', 'to', 'be', 'now']","['going', 'tell', 'tywin', 'getting', 'away']","['going', 'tell', 'tywin', 'getting', 'away']", going tell tywin getting away,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.000903300521134916,0.0010416666666666667,0.0011564211807668899,0.0002536461636017755
6134,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,I did not know. And how did you accomplish this marked drop in thievery?,House Lannister, i did not know and how did you accomplish this marked drop in thievery,14,"['i', 'did', 'not', 'know', 'and', 'how', 'did', 'you', 'accomplish', 'this', 'marked', 'drop', 'in', 'thievery']","['know', 'accomplish', 'marked', 'drop', 'thievery']","['know', 'accomplish', 'marked', 'drop', 'thievery']", know accomplish marked drop thievery,"{'neg': 0.515, 'neu': 0.202, 'pos': 0.283, 'compound': -0.3182}",-0.3182,0.00046323103647944407,0.0009433962264150943,0.0008520998174071819,0.0003804692454026633
4338,4/22/2012,Season 2,Episode 4,Garden of Bones,robb stark,The Lannisters hold prisoners of their own. I won't give them an excuse to abuse my sisters.,House Stark, the lannisters hold prisoners of their own i will not give them an excuse to abuse my sisters,18,"['the', 'lannisters', 'hold', 'prisoners', 'of', 'their', 'own', 'i', 'will', 'not', 'give', 'them', 'an', 'excuse', 'to', 'abuse', 'my', 'sisters']","['lannisters', 'hold', 'prisoners', 'give', 'excuse', 'abuse', 'sisters']","['lannisters', 'hold', 'prisoner', 'give', 'excuse', 'abuse', 'sister']", lannisters hold prisoner give excuse abuse sister,"{'neg': 0.592, 'neu': 0.308, 'pos': 0.1, 'compound': -0.8126}",-0.8126,0.0004963189676565472,0.00046327493261455525,0.00021737240239979132,0.0
6201,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,arya stark,A girl will obey.,House Stark, a girl will obey,4,"['a', 'girl', 'will', 'obey']","['girl', 'obey']","['girl', 'obey']", girl obey,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0005211349160393746,0.0006387578616352201,0.0,0.0
4972,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,catelyn stark,To me it just looked like... A shadow in the shape of a man.,House Stark, to me it just looked like a shadow in the shape of a man,14,"['to', 'me', 'it', 'just', 'looked', 'like', 'a', 'shadow', 'in', 'the', 'shape', 'of', 'a', 'man']","['looked', 'like', 'shadow', 'shape', 'man']","['looked', 'like', 'shadow', 'shape', 'man']", looked like shadow shape man,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}",0.3612,0.0012738853503184715,0.0010023584905660377,0.001278149726110773,0.0012682308180088776
3517,4/1/2012,Season 2,Episode 1,The North Remembers,joffrey lannister,Someone believes it. Father had other children? Besides me and Tommen and Myrcella?,House Lannister, someone believes it father had other children besides me and tommen and myrcella,13,"['someone', 'believes', 'it', 'father', 'had', 'other', 'children', 'besides', 'me', 'and', 'tommen', 'and', 'myrcella']","['someone', 'believes', 'father', 'children', 'besides', 'tommen', 'myrcella']","['someone', 'belief', 'father', 'child', 'besides', 'tommen', 'myrcella']", someone belief father child besides tommen myrcella,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0004466870708908925,0.0006457771787960467,0.00021737240239979132,0.00045293957786031344
5840,5/13/2012,Season 2,Episode 7,A Man Without Honor,alton,What is it?,House Lannister, what is it,3,"['what', 'is', 'it']",[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
4814,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,Demon monkey.,House Lannister, demon monkey,2,"['demon', 'monkey']","['demon', 'monkey']","['demon', 'monkey']", demon monkey,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
5519,5/6/2012,Season 2,Episode 6,The Old Gods and the New,sansa stark,Ow!,House Stark, ow,1,['ow'],['ow'],['ow'], ow,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
4626,4/22/2012,Season 2,Episode 4,Garden of Bones,tyrion lannister,"Hated every moment of it, is that what you'll have me believe? A high place in court, a knighthood, my sister's legs spreading open for you at night. Oh, yes, it must have been terrible. Wait here. His Grace will want to hear this.",House Lannister, hated every moment of it is that what you will have me believe a high place in court a knighthood my sisters legs spreading open for you at night oh yes it must have been terrible wait here his grace will want to hear this,45,"['hated', 'every', 'moment', 'of', 'it', 'is', 'that', 'what', 'you', 'will', 'have', 'me', 'believe', 'a', 'high', 'place', 'in', 'court', 'a', 'knighthood', 'my', 'sisters', 'legs', 'spreading', 'open', 'for', 'you', 'at', 'night', 'oh', 'yes', 'it', 'must', 'have', 'been', 'terrible', 'wait', 'here', 'his', 'grace', 'will', 'want', 'to', 'hear', 'this']","['hated', 'every', 'moment', 'believe', 'high', 'place', 'court', 'knighthood', 'sisters', 'legs', 'spreading', 'open', 'night', 'oh', 'yes', 'must', 'terrible', 'wait', 'grace', 'want', 'hear']","['hated', 'every', 'moment', 'believe', 'high', 'place', 'court', 'knighthood', 'sister', 'leg', 'spreading', 'open', 'night', 'oh', 'yes', 'must', 'terrible', 'wait', 'grace', 'want', 'hear']", hated every moment believe high place court knighthood sister leg spreading open night oh yes must terrible wait grace want hear,"{'neg': 0.243, 'neu': 0.532, 'pos': 0.226, 'compound': -0.3612}",-0.3612,0.0005294068988336504,0.0004913522012578617,0.0006376257137060545,0.0005737234652897303
6502,5/27/2012,Season 2,Episode 9,Blackwater,sansa stark,So you'll be outside the gates fighting in the vanguard?,House Stark, so you will be outside the gates fighting in the vanguard,11,"['so', 'you', 'will', 'be', 'outside', 'the', 'gates', 'fighting', 'in', 'the', 'vanguard']","['outside', 'gates', 'fighting', 'vanguard']","['outside', 'gate', 'fighting', 'vanguard']", outside gate fighting vanguard,"{'neg': 0.455, 'neu': 0.545, 'pos': 0.0, 'compound': -0.3612}",-0.3612,0.0,0.0,0.0,0.0
3756,4/8/2012,Season 2,Episode 2,The Night Lands,tyrion lannister,"That's good of you, but you have heard them. I suppose people who do believe that filth, consider Robert's bastards to be better claimants to the throne than Cersei's children.",House Lannister, that is good of you but you have heard them i suppose people who do believe that filth consider roberts bastards to be better claimants to the throne than cerseis children,31,"['that', 'is', 'good', 'of', 'you', 'but', 'you', 'have', 'heard', 'them', 'i', 'suppose', 'people', 'who', 'do', 'believe', 'that', 'filth', 'consider', 'roberts', 'bastards', 'to', 'be', 'better', 'claimants', 'to', 'the', 'throne', 'than', 'cerseis', 'children']","['good', 'heard', 'suppose', 'people', 'believe', 'filth', 'consider', 'roberts', 'bastards', 'better', 'claimants', 'throne', 'cerseis', 'children']","['good', 'heard', 'suppose', 'people', 'believe', 'filth', 'consider', 'robert', 'bastard', 'better', 'claimant', 'throne', 'cerseis', 'child']", good heard suppose people believe filth consider robert bastard better claimant throne cerseis child,"{'neg': 0.172, 'neu': 0.542, 'pos': 0.286, 'compound': 0.3182}",0.3182,0.0003060633633882041,0.00037202380952380956,8.694896095991653e-05,0.0007699972823625329
4149,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,tyrion lannister,Right. I'm so grateful to have a man of your vast knowledge and wisdom on my side.,House Lannister, right i am so grateful to have a man of your vast knowledge and wisdom on my side,18,"['right', 'i', 'am', 'so', 'grateful', 'to', 'have', 'a', 'man', 'of', 'your', 'vast', 'knowledge', 'and', 'wisdom', 'on', 'my', 'side']","['right', 'grateful', 'man', 'vast', 'knowledge', 'wisdom', 'side']","['right', 'grateful', 'man', 'vast', 'knowledge', 'wisdom', 'side']", right grateful man vast knowledge wisdom side,"{'neg': 0.0, 'neu': 0.439, 'pos': 0.561, 'compound': 0.7506}",0.7506,0.000661758623542063,0.0005896226415094339,0.0003912703243196244,0.0010870549868647523
7010,6/3/2012,Season 2,Episode 10,Valar Morghulis,luwin,I feel just fine.,House Stark, i feel just fine,4,"['i', 'feel', 'just', 'fine']","['feel', 'fine']","['feel', 'fine']", feel fine,"{'neg': 0.0, 'neu': 0.357, 'pos': 0.643, 'compound': 0.2023}",0.2023,0.0,0.0,0.0,0.0
3507,4/1/2012,Season 2,Episode 1,The North Remembers,joffrey lannister,"With luck, she's dead in a ditch somewhere.",House Lannister, with luck she is dead in a ditch somewhere,9,"['with', 'luck', 'she', 'is', 'dead', 'in', 'a', 'ditch', 'somewhere']","['luck', 'dead', 'ditch', 'somewhere']","['luck', 'dead', 'ditch', 'somewhere']", luck dead ditch somewhere,"{'neg': 0.462, 'neu': 0.215, 'pos': 0.323, 'compound': -0.3182}",-0.3182,0.0,0.00039308176100628933,0.0,0.0004755865567533291
3702,4/8/2012,Season 2,Episode 2,The Night Lands,irri,They did! They butchered him like an animal. They did not burn his body. . He can never join his ancestors in the night lands.,House Targaryen, they did they butchered him like an animal they did not burn his body  he can never join his ancestors in the night lands,24,"['they', 'did', 'they', 'butchered', 'him', 'like', 'an', 'animal', 'they', 'did', 'not', 'burn', 'his', 'body', 'he', 'can', 'never', 'join', 'his', 'ancestors', 'in', 'the', 'night', 'lands']","['butchered', 'like', 'animal', 'burn', 'body', 'never', 'join', 'ancestors', 'night', 'lands']","['butchered', 'like', 'animal', 'burn', 'body', 'never', 'join', 'ancestor', 'night', 'land']", butchered like animal burn body never join ancestor night land,"{'neg': 0.152, 'neu': 0.646, 'pos': 0.202, 'compound': 0.1561}",0.1561,0.0005211349160393747,0.0004913522012578616,0.0006695069993913573,0.0006341154090044388
4258,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,grand maester pycelle,"All I did, I did for House Lannister. Always. Your lord father, ask him. I've always been his servant since the days of the Mad King.",House Lannister, all i did i did for house lannister always your lord father ask him i have always been his servant since the days of the mad king,27,"['all', 'i', 'did', 'i', 'did', 'for', 'house', 'lannister', 'always', 'your', 'lord', 'father', 'ask', 'him', 'i', 'have', 'always', 'been', 'his', 'servant', 'since', 'the', 'days', 'of', 'the', 'mad', 'king']","['house', 'lannister', 'always', 'lord', 'father', 'ask', 'always', 'servant', 'since', 'days', 'mad', 'king']","['house', 'lannister', 'always', 'lord', 'father', 'ask', 'always', 'servant', 'since', 'day', 'mad', 'king']", house lannister always lord father ask always servant since day mad king,"{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.4939}",-0.4939,0.0013510905230650454,0.0015395702306079664,0.0008368837492391965,0.00036990065525258927
6572,5/27/2012,Season 2,Episode 9,Blackwater,cersei lannister,What are you doing?,House Lannister, what are you doing,4,"['what', 'are', 'you', 'doing']",[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,0.0,0.0
6072,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,jaime lannister,"If you're so confident, unlock my chains. Let's see what happens.",House Lannister, if you are so confident unlock my chains let us see what happens,13,"['if', 'you', 'are', 'so', 'confident', 'unlock', 'my', 'chains', 'let', 'us', 'see', 'what', 'happens']","['confident', 'unlock', 'chains', 'let', 'us', 'see', 'happens']","['confident', 'unlock', 'chain', 'let', 'u', 'see', 'happens']", confident unlock chain let u see happens,"{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4939}",0.4939,0.0005624948300107536,0.0006317385444743935,0.00021737240239979132,0.0002717637467161881
4632,4/22/2012,Season 2,Episode 4,Garden of Bones,tyrion lannister,"You heard me. My father told you to obey my sister. Obey her. Stay close to her side. Keep her trust. Pleasure her whenever she requires. No one ever need know, as long as you keep faith with me. I want to know what Cersei is doing, where she goes, who she sees, what they talk of, everything. And you will tell me.",House Lannister, you heard me my father told you to obey my sister obey her stay close to her side keep her trust pleasure her whenever she requires no one ever need know as long as you keep faith with me i want to know what cersei is doing where she goes who she sees what they talk of everything and you will tell me,63,"['you', 'heard', 'me', 'my', 'father', 'told', 'you', 'to', 'obey', 'my', 'sister', 'obey', 'her', 'stay', 'close', 'to', 'her', 'side', 'keep', 'her', 'trust', 'pleasure', 'her', 'whenever', 'she', 'requires', 'no', 'one', 'ever', 'need', 'know', 'as', 'long', 'as', 'you', 'keep', 'faith', 'with', 'me', 'i', 'want', 'to', 'know', 'what', 'cersei', 'is', 'doing', 'where', 'she', 'goes', 'who', 'she', 'sees', 'what', 'they', 'talk', 'of', 'everything', 'and', 'you', 'will', 'tell', 'me']","['heard', 'father', 'told', 'obey', 'sister', 'obey', 'stay', 'close', 'side', 'keep', 'trust', 'pleasure', 'whenever', 'requires', 'one', 'ever', 'need', 'know', 'long', 'keep', 'faith', 'want', 'know', 'cersei', 'goes', 'sees', 'talk', 'everything', 'tell']","['heard', 'father', 'told', 'obey', 'sister', 'obey', 'stay', 'close', 'side', 'keep', 'trust', 'pleasure', 'whenever', 'requires', 'one', 'ever', 'need', 'know', 'long', 'keep', 'faith', 'want', 'know', 'cersei', 'go', 'see', 'talk', 'everything', 'tell']", heard father told obey sister obey stay close side keep trust pleasure whenever requires one ever need know long keep faith want know cersei go see talk everything tell,"{'neg': 0.0, 'neu': 0.693, 'pos': 0.307, 'compound': 0.8779}",0.8779,0.0007946808298224947,0.0012639611797874645,0.0012487669737863874,0.0008309098462816786
